RollNumber,Name,Branch,Phone,Python_Attended,Python_Conducted,DBMS_Attended,DBMS_Conducted,OS_Attended,OS_Conducted,CN_Attended,CN_Conducted,DAA_Attended,DAA_Conducted,Java_Attended,Java_Conducted,Software Engineering_Attended,Software Engineering_Conducted,Compiler Design_Attended,Compiler Design_Conducted,Computer Graphics_Attended,Computer Graphics_Conducted,AI_Attended,AI_Conducted,Machine Learning_Attended,Machine Learning_Conducted,Deep Learning_Attended,Deep Learning_Conducted,Statistics_Attended,Statistics_Conducted,NLP_Attended,NLP_Conducted,Computer Vision_Attended,Computer Vision_Conducted,Data Mining_Attended,Data Mining_Conducted,Cloud Computing_Attended,Cloud Computing_Conducted,Data Science_Attended,Data Science_Conducted,Big Data_Attended,Big Data_Conducted,ML_Attended,ML_Conducted,Data Visualization_Attended,Data Visualization_Conducted,R Programming_Attended,R Programming_Conducted,Signals_Attended,Signals_Conducted,Digital Electronics_Attended,Digital Electronics_Conducted,VLSI_Attended,VLSI_Conducted,Communication Systems_Attended,Communication Systems_Conducted,Networks_Attended,Networks_Conducted,Embedded Systems_Attended,Embedded Systems_Conducted,Microprocessors_Attended,Microprocessors_Conducted,DSP_Attended,DSP_Conducted,IoT_Attended,IoT_Conducted,Control Systems_Attended,Control Systems_Conducted,Power Systems_Attended,Power Systems_Conducted,Machines_Attended,Machines_Conducted,Circuits_Attended,Circuits_Conducted,Measurements_Attended,Measurements_Conducted,Power Electronics_Attended,Power Electronics_Conducted,Electrical Drives_Attended,Electrical Drives_Conducted,Renewable Energy_Attended,Renewable Energy_Conducted,Protection_Attended,Protection_Conducted,HV Engineering_Attended,HV Engineering_Conducted,Web Technology_Attended,Web Technology_Conducted,Cyber Security_Attended,Cyber Security_Conducted,Mobile Computing_Attended,Mobile Computing_Conducted,Data Analytics_Attended,Data Analytics_Conducted,Thermodynamics_Attended,Thermodynamics_Conducted,Mechanics_Attended,Mechanics_Conducted,Manufacturing_Attended,Manufacturing_Conducted,CAD_Attended,CAD_Conducted,Heat Transfer_Attended,Heat Transfer_Conducted,Fluid Mechanics_Attended,Fluid Mechanics_Conducted,Machine Design_Attended,Machine Design_Conducted,Automation_Attended,Automation_Conducted,Industrial Engineering_Attended,Industrial Engineering_Conducted,Robotics_Attended,Robotics_Conducted,Surveying_Attended,Surveying_Conducted,Structures_Attended,Structures_Conducted,Geotechnical_Attended,Geotechnical_Conducted,Transportation_Attended,Transportation_Conducted,Concrete Tech_Attended,Concrete Tech_Conducted,Hydraulics_Attended,Hydraulics_Conducted,Environmental Engineering_Attended,Environmental Engineering_Conducted,Construction Management_Attended,Construction Management_Conducted,Steel Structures_Attended,Steel Structures_Conducted,Estimation_Attended,Estimation_Conducted,Ethical Hacking_Attended,Ethical Hacking_Conducted,Cryptography_Attended,Cryptography_Conducted,Digital Forensics_Attended,Digital Forensics_Conducted,Cloud Security_Attended,Cloud Security_Conducted,Web Security_Attended,Web Security_Conducted,Malware Analysis_Attended,Malware Analysis_Conducted,SOC Operations_Attended,SOC Operations_Conducted,Data Engineering_Attended,Data Engineering_Conducted,Visualization_Attended,Visualization_Conducted,Predictive Analytics_Attended,Predictive Analytics_Conducted
"23EEE035","Student_35","EEE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,150,84,150,124,150,105,150,142,150,134,150,142,150,125,150,135,150,123,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23IT036","Student_36","IT","",100,150,109,150,0,0,124,150,0,0,87,150,128,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,150,74,150,141,150,129,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23MECH037","Student_37","MECH","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,150,96,150,77,150,106,150,88,150,117,150,139,150,111,150,138,150,97,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CIVIL038","Student_38","CIVIL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,150,100,150,95,150,91,150,107,150,148,150,116,150,86,150,131,150,109,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CYBER039","Student_39","CYBER","",128,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,150,136,150,136,150,113,150,91,150,82,150,131,150,0,0,0,0,0,0
"23DS040","Student_40","DS","",128,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,150,0,0,125,150,141,150,0,0,0,0,112,150,0,0,0,0,122,150,128,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,150,107,150,101,150
"23CSE041","Student_41","CSE","",88,150,79,150,92,150,145,150,118,150,129,150,96,150,150,150,115,150,136,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIML042","Student_42","AIML","",94,150,103,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,150,141,150,72,150,99,150,79,150,85,150,93,150,127,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIDS043","Student_43","AIDS","",129,150,80,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,150,0,0,0,0,95,150,0,0,0,0,0,0,93,150,99,150,72,150,137,150,99,150,92,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23ECE044","Student_44","ECE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,150,135,150,103,150,76,150,134,150,104,150,117,150,134,150,84,150,97,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23EEE045","Student_45","EEE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,150,88,150,127,150,106,150,138,150,77,150,112,150,120,150,116,150,85,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23IT046","Student_46","IT","",146,150,137,150,0,0,132,150,0,0,141,150,117,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,150,70,150,112,150,89,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23MECH047","Student_47","MECH","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,150,114,150,117,150,139,150,117,150,96,150,99,150,93,150,122,150,99,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CIVIL048","Student_48","CIVIL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,150,140,150,116,150,92,150,109,150,113,150,72,150,127,150,88,150,109,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CYBER049","Student_49","CYBER","",117,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,150,133,150,109,150,138,150,84,150,77,150,127,150,0,0,0,0,0,0
"23DS050","Student_50","DS","",72,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,150,0,0,149,150,86,150,0,0,0,0,130,150,0,0,0,0,146,150,116,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,150,90,150,139,150
"23CSE051","Student_51","CSE","",78,150,126,150,127,150,109,150,130,150,133,150,105,150,133,150,110,150,120,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIML052","Student_52","AIML","",108,150,116,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,150,145,150,74,150,101,150,122,150,78,150,141,150,141,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIDS053","Student_53","AIDS","",83,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,150,0,0,0,0,93,150,0,0,0,0,0,0,138,150,148,150,123,150,91,150,131,150,137,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23ECE054","Student_54","ECE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,150,108,150,116,150,150,150,94,150,121,150,109,150,119,150,129,150,76,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23EEE055","Student_55","EEE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,150,97,150,74,150,79,150,121,150,120,150,121,150,149,150,149,150,74,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23IT056","Student_56","IT","",148,150,89,150,0,0,149,150,0,0,75,150,132,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,150,127,150,122,150,93,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23MECH057","Student_57","MECH","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,150,113,150,80,150,109,150,125,150,72,150,72,150,95,150,135,150,96,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CIVIL058","Student_58","CIVIL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,150,120,150,83,150,149,150,85,150,135,150,132,150,143,150,97,150,108,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CYBER059","Student_59","CYBER","",126,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,150,118,150,72,150,75,150,94,150,122,150,84,150,0,0,0,0,0,0
"23DS060","Student_60","DS","",93,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,150,0,0,138,150,107,150,0,0,0,0,135,150,0,0,0,0,111,150,113,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,150,107,150,139,150
"23CSE061","Student_61","CSE","",85,150,118,150,142,150,102,150,97,150,126,150,80,150,79,150,117,150,113,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIML062","Student_62","AIML","",95,150,106,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,150,134,150,149,150,132,150,83,150,93,150,138,150,125,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIDS063","Student_63","AIDS","",89,150,96,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,150,0,0,0,0,141,150,0,0,0,0,0,0,92,150,139,150,124,150,102,150,97,150,143,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23ECE064","Student_64","ECE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,150,142,150,77,150,139,150,130,150,91,150,120,150,148,150,120,150,143,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23EEE065","Student_65","EEE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,150,129,150,113,150,78,150,97,150,115,150,125,150,85,150,89,150,131,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23IT066","Student_66","IT","",83,150,103,150,0,0,121,150,0,0,92,150,145,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,150,127,150,109,150,124,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23MECH067","Student_67","MECH","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,150,96,150,133,150,139,150,139,150,80,150,145,150,116,150,144,150,136,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CIVIL068","Student_68","CIVIL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,150,101,150,111,150,81,150,107,150,102,150,105,150,148,150,116,150,82,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CYBER069","Student_69","CYBER","",136,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,150,150,150,117,150,74,150,73,150,109,150,96,150,0,0,0,0,0,0
"23DS070","Student_70","DS","",112,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,150,0,0,122,150,89,150,0,0,0,0,132,150,0,0,0,0,98,150,117,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,150,120,150,85,150
"23CSE071","Student_71","CSE","",146,150,146,150,81,150,109,150,84,150,106,150,71,150,87,150,104,150,85,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIML072","Student_72","AIML","",133,150,86,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,150,144,150,73,150,119,150,95,150,90,150,132,150,140,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIDS073","Student_73","AIDS","",143,150,83,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,150,0,0,0,0,116,150,0,0,0,0,0,0,141,150,123,150,78,150,116,150,113,150,98,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
